x0000,y0000
1777576139.2791517,-0.1838378906
1777576139.2891517,-0.1838378906
1777576139.2991517,0.1337890625
1777576139.3091516,0.1337890625
1777576139.3191516,0.1337890625
1777576139.3291516,0.1337890625
1777576139.3391516,0.1337890625
1777576139.3491516,0.1337890625
1777576139.3591516,0.1337890625
1777576139.3691516,0.1337890625
1777576139.3791516,0.1337890625
1777576139.3891516,0.1337890625
1777576139.3991516,0.1337890625
1777576139.4091516,0.1337890625
1777576139.4191518,0.1337890625
1777576139.4291518,0.1337890625
1777576139.4391518,0.1337890625
1777576139.4491518,0.1337890625
1777576139.4591517,0.1337890625
1777576139.4691517,0.1337890625
1777576139.4791517,0.1337890625
1777576139.4891517,0.1337890625
1777576139.4991517,-0.1955566406
1777576139.5091517,-0.1955566406
1777576139.5191517,-0.1955566406
1777576139.5291517,-0.1955566406
1777576139.5391517,-0.1955566406
1777576139.5491517,-0.1955566406
1777576139.5591516,-0.1955566406
1777576139.5691516,-0.1955566406
1777576139.5791516,-0.1955566406
1777576139.5891516,-0.1955566406
1777576139.5991516,-0.1955566406
1777576139.6091516,-0.1955566406
1777576139.6191518,-0.1955566406
1777576139.6291518,-0.1955566406
1777576139.6391518,-0.1955566406
1777576139.6491518,-0.1955566406
1777576139.6591518,-0.1955566406
1777576139.6691518,-0.1955566406
1777576139.6791518,-0.1955566406
1777576139.6891518,-0.1955566406
1777576139.6991518,-0.0493164062
1777576139.7091517,-0.0493164062
1777576139.7191517,-0.0493164062
1777576139.7291517,-0.0493164062
1777576139.7391517,-0.0493164062
1777576139.7491517,-0.0493164062
1777576139.7591517,-0.0493164062
1777576139.7691517,-0.0493164062
1777576139.7791517,-0.0493164062
1777576139.7891517,-0.0493164062
1777576139.7991517,-0.0493164062
1777576139.8091516,-0.0493164062
1777576139.8191519,-0.0493164062
1777576139.8291519,-0.0493164062
1777576139.8391519,-0.0493164062
1777576139.8491518,-0.0493164062
1777576139.8591518,-0.0493164062
1777576139.8691518,-0.0493164062
1777576139.8791518,-0.0493164062
1777576139.8891518,-0.0493164062
1777576139.8991518,-0.109375
1777576139.9091518,-0.109375
1777576139.9191518,-0.109375
1777576139.9291518,-0.109375
1777576139.9391518,-0.109375
1777576139.9491518,-0.109375
1777576139.9591517,-0.109375
1777576139.9691517,-0.109375
1777576139.9791517,-0.109375
1777576139.9891517,-0.109375
1777576139.9991517,-0.109375
1777576140.0091517,-0.109375
1777576140.019152,-0.109375
1777576140.029152,-0.109375
1777576140.039152,-0.109375
1777576140.049152,-0.109375
1777576140.059152,-0.109375
1777576140.0691519,-0.109375
1777576140.0791519,-0.109375
1777576140.0891519,-0.109375
1777576140.0991518,-0.0532226562
1777576140.1091518,-0.0532226562
1777576140.1191518,-0.0532226562
1777576140.1291518,-0.0532226562
1777576140.1391518,-0.0532226562
1777576140.1491518,-0.0532226562
1777576140.1591518,-0.0532226562
1777576140.1691518,-0.0532226562
1777576140.1791518,-0.0532226562
1777576140.1891518,-0.0532226562
1777576140.1991518,-0.0532226562
1777576140.2091517,-0.0532226562
1777576140.219152,-0.0532226562
1777576140.229152,-0.0532226562
1777576140.239152,-0.0532226562
1777576140.249152,-0.0532226562
1777576140.259152,-0.0532226562
1777576140.269152,-0.0532226562
1777576140.279152,-0.0532226562
1777576140.289152,-0.0532226562
1777576140.299152,0.2077636719
1777576140.309152,0.2077636719
1777576140.3191519,0.2077636719
1777576140.3291519,0.2077636719
1777576140.3391519,0.2077636719
1777576140.3491518,0.2077636719
1777576140.3591518,0.2077636719
1777576140.3691518,0.2077636719
1777576140.3791518,0.2077636719
1777576140.3891518,0.2077636719
1777576140.3991518,0.2077636719
1777576140.4091518,0.2077636719
1777576140.419152,0.2077636719
1777576140.429152,0.2077636719
1777576140.439152,0.2077636719
1777576140.449152,0.2077636719
1777576140.459152,0.2077636719
1777576140.469152,0.2077636719
1777576140.479152,0.2077636719
1777576140.489152,0.2077636719
1777576140.499152,-0.0183105469
1777576140.509152,-0.0183105469
1777576140.519152,-0.0183105469
1777576140.529152,-0.0183105469
1777576140.539152,-0.0183105469
1777576140.549152,-0.0183105469
1777576140.559152,-0.0183105469
1777576140.5691519,-0.0183105469
1777576140.5791519,-0.0183105469
1777576140.5891519,-0.0183105469
1777576140.5991518,-0.0183105469
1777576140.6091518,-0.0183105469
1777576140.619152,-0.0183105469
1777576140.629152,-0.0183105469
1777576140.639152,-0.0183105469
1777576140.649152,-0.0183105469
1777576140.659152,-0.0183105469
1777576140.669152,-0.0183105469
1777576140.679152,-0.0183105469
1777576140.689152,-0.0183105469
1777576140.699152,-0.2917480469
1777576140.709152,-0.2917480469
1777576140.719152,-0.2917480469
1777576140.729152,-0.2917480469
1777576140.739152,-0.2917480469
1777576140.749152,-0.2917480469
1777576140.759152,-0.2917480469
1777576140.769152,-0.2917480469
1777576140.779152,-0.2917480469
1777576140.789152,-0.2917480469
1777576140.799152,-0.2917480469
1777576140.809152,-0.2917480469
1777576140.819152,-0.2917480469
1777576140.829152,-0.2917480469
1777576140.839152,-0.2917480469
1777576140.849152,-0.2917480469
1777576140.859152,-0.2917480469
1777576140.869152,-0.2917480469
1777576140.879152,-0.2917480469
1777576140.889152,-0.2917480469
1777576140.899152,-0.0854492188
1777576140.909152,-0.0854492188
1777576140.919152,-0.0854492188
1777576140.929152,-0.0854492188
1777576140.939152,-0.0854492188
1777576140.949152,-0.0854492188
1777576140.959152,-0.0854492188
1777576140.969152,-0.0854492188
1777576140.979152,-0.0854492188
1777576140.989152,-0.0854492188
1777576140.999152,-0.0854492188
1777576141.009152,-0.0854492188
1777576141.0191522,-0.0854492188
1777576141.0291522,-0.0854492188
1777576141.0391521,-0.0854492188
1777576141.0491521,-0.0854492188
1777576141.0591521,-0.0854492188
1777576141.069152,-0.0854492188
1777576141.079152,-0.0854492188
1777576141.089152,-0.0854492188
1777576141.099152,-0.0913085938
1777576141.109152,-0.0913085938
1777576141.119152,-0.0913085938
